Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0
7003, ,0.033700643,1.19E-10,2.23176E+11,1.45E-48,726138968.7,1.477315424, ,,,
7004, ,0.033700643,1.26E-10,2.50552E+11,1.45E-48,914725706.2,2.089271914, ,,,
7005, ,0.033700643,1.34E-10,2.81287E+11,1.45E-48,1152215584,2.954529584, ,,,
7006, ,0.033700643,1.41E-10,3.15792E+11,1.45E-48,1451258861,4.177821756, ,,,
7007, ,0.033700643,1.50E-10,3.54529E+11,1.45E-48,1827765371,5.907119857, ,,,
7008, ,0.033700643,1.59E-10,3.98018E+11,1.45E-48,2301739148,8.351445283, ,,,
7009, ,0.033700643,1.68E-10,4.46842E+11,1.45E-48,2898324588,11.8059962, ,,,
7010, ,0.033700643,1.78E-10,5.01656E+11,1.45E-48,3649116882,16.68757879, ,,,
7011, ,0.033700643,1.89E-10,5.63192E+11,1.45E-48,4593802224,23.58455125, ,,,
7012, ,0.033700643,2.00E-10,6.32278E+11,1.45E-48,5782209032,33.32719014, ,,,
7013, ,0.033700643,2.12E-10,7.09838E+11,1.45E-48,7276870703,47.08677568, ,,,
7014, ,0.033700643,2.25E-10,7.96912E+11,1.45E-48,9156224017,66.51504117, ,,,
7015, ,0.033700643,2.38E-10,8.94668E+11,1.45E-48,11518596007,93.94029054, ,,,
7016, ,0.033700643,2.52E-10,1.00E+12,1.45E-48,14487166881,132.6430276, ,,,
7017, ,0.033700643,2.67E-10,1.13E+12,1.45E-48,18216138490,187.2429882, ,,,
7018, ,0.033700643,2.83E-10,1.27E+12,1.45E-48,22898387937,264.2421376, ,,,
7019, ,0.033700643,3.00E-10,1.42E+12,1.45E-48,28774945488,372.7856427, ,,,
7020, ,0.033700643,3.18E-10,1.60E+12,1.45E-48,36146706005,525.7272024, ,,,
7021, ,0.033700643,3.37E-10,1.79E+12,1.45E-48,45388864701,741.1183631, ,,,
7022, ,0.033700643,3.57E-10,2.01E+12,1.45E-48,56968661733,1044.287847, ,,,
7023, ,0.033700643,3.78E-10,2.26E+12,1.45E-48,71467126135,1470.739748, ,,,
7024, ,0.033700643,4.01E-10,2.53E+12,1.45E-48,89605626916,2070.185992, ,,,
7025, ,0.033700643,4.25E-10,2.85E+12,1.45E-48,1.12278E+11,2912.146007, ,,,
7026, ,0.033700643,4.50E-10,3.19E+12,1.45E-48,1.4059E+11,4093.705293, ,,,
7027, ,0.033700643,4.77E-10,3.59E+12,1.45E-48,1.75907E+11,5750.239362, ,,,
7028, ,0.033700643,5.05E-10,4.03E+12,1.45E-48,2.19908E+11,8070.195878, ,,,
7029, ,0.033700643,5.35E-10,4.52E+12,1.45E-48,2.74655E+11,11315.41035, ,,,
7030, ,0.033700643,5.67E-10,5.07E+12,1.45E-48,3.42673E+11,15848.93362, ,,,
7031, ,0.033700643,6.01E-10,5.70E+12,1.45E-48,4.2704E+11,22173.01028, ,,,
7032, ,0.033700643,6.37E-10,6.40E+12,1.45E-48,5.31496E+11,30980.7039, ,,,
7033, ,0.033700643,6.75E-10,7.18E+12,1.45E-48,6.60571E+11,43225.76302, ,,,
7034, ,0.033700643,7.15E-10,8.06E+12,1.45E-48,8.19717E+11,60216.72208, ,,,
7035, ,0.033700643,7.58E-10,9.05E+12,1.45E-48,1.02E+12,83742.98172, ,,,
7036, ,0.033700643,8.03E-10,1.02E+13,1.45E-48,1.26E+12,116242.7855, ,,,
7037, ,0.033700643,8.50E-10,1.14E+13,1.45E-48,1.55E+12,161025.657, ,,,
7038, ,0.033700643,9.01E-10,1.28E+13,1.45E-48,1.91E+12,222565.0447, ,,,
7039, ,0.033700643,9.55E-10,1.44E+13,1.45E-48,2.34E+12,306880.6934, ,,,
7040, ,0.033700643,1.01E-09,1.61E+13,1.45E-48,2.87E+12,422034.6517, ,,,
7041, ,0.033700643,1.07E-09,1.81E+13,1.45E-48,3.51E+12,578769.8889, ,,,
7042, ,0.033700643,1.14E-09,2.03E+13,1.45E-48,4.27E+12,791326.2679, ,,,
7043, ,0.033700643,1.20E-09,2.28E+13,1.45E-48,5.19E+12,1078475.196, ,,,
7044, ,0.033700643,1.28E-09,2.56E+13,1.45E-48,6.28E+12,1464821.841, ,,,
7045, ,0.033700643,1.35E-09,2.88E+13,1.45E-48,7.57E+12,1982432.659, ,,,
7046, ,0.033700643,1.43E-09,3.23E+13,1.45E-48,9.09E+12,2672856.75, ,,,
7047, ,0.033700643,1.52E-09,3.63E+13,1.45E-48,1.09E+13,3589623.144, ,,,
7048, ,0.033700643,1.61E-09,4.07E+13,1.45E-48,1.30E+13,4801313.934, ,,,
7049, ,0.033700643,1.70E-09,4.57E+13,1.45E-48,1.54E+13,6395337.143, ,,,
7050, ,0.033700643,1.80E-09,5.13E+13,1.45E-48,1.82E+13,8482555.897, ,,,
7051, ,0.033700643,1.91E-09,5.76E+13,1.45E-48,2.14E+13,11202974.88, ,,,
7052, ,0.033700643,2.03E-09,6.47E+13,1.45E-48,2.51E+13,14732744.96, ,,,
7053, ,0.033700643,2.15E-09,7.26E+13,1.45E-48,2.93E+13,19292825.92, ,,,
7054, ,0.033700643,2.27E-09,8.16E+13,1.45E-48,3.40E+13,25159750, ,,,
7055, ,0.033700643,2.41E-09,9.16E+13,1.45E-48,3.94E+13,32679059.33, ,,,
7056, ,0.033700643,2.55E-09,1.03E+14,1.45E-48,4.54E+13,42282153.34, ,,,
7057, ,0.033700643,2.70E-09,1.15E+14,1.45E-48,5.21E+13,54507482.83, ,,,
7058, ,0.033700643,2.87E-09,1.30E+14,1.45E-48,5.97E+13,70027271.19, ,,,
7059, ,0.033700643,3.04E-09,1.45E+14,1.45E-48,6.82E+13,89681238.95, ,,,
7060, ,0.033700643,3.22E-09,1.63E+14,1.45E-48,7.76E+13,114519163.6, ,,,
7061, ,0.033700643,3.41E-09,1.83E+14,1.45E-48,8.82E+13,145854536.7, ,,,
7062, ,0.033700643,3.61E-09,2.06E+14,1.45E-48,9.99E+13,185332099, ,,,
7063, ,0.033700643,3.83E-09,2.31E+14,1.45E-48,1.13E+14,235012664.7, ,,,
7064, ,0.033700643,4.06E-09,2.59E+14,1.45E-48,1.28E+14,297479405.3, ,,,
7065, ,0.033700643,4.30E-09,2.91E+14,1.45E-48,1.44E+14,375970694.2, ,,,
7066, ,0.033700643,4.55E-09,3.27E+14,1.45E-48,1.62E+14,474545730.4, ,,,
7067, ,0.033700643,4.82E-09,3.67E+14,1.45E-48,1.82E+14,598290517.9, ,,,
7068, ,0.033700643,5.11E-09,4.12E+14,1.45E-48,2.05E+14,753573410, ,,,
7069, ,0.033700643,5.42E-09,4.63E+14,1.45E-48,2.31E+14,948361372.6, ,,,
7070, ,0.033700643,5.74E-09,5.19E+14,1.45E-48,2.59E+14,1192610422, ,,,
7071, ,0.033700643,6.08E-09,5.83E+14,1.45E-48,2.91E+14,1498746369, ,,,
7072, ,0.033700643,6.44E-09,6.55E+14,1.45E-48,3.27E+14,1882255065, ,,,
7073, ,0.033700643,6.83E-09,7.35E+14,1.45E-48,3.67E+14,2362404734, ,,,
7074, ,0.033700643,7.23E-09,8.25E+14,1.45E-48,4.12E+14,2963126667, ,,,
7075, ,0.033700643,7.66E-09,9.26E+14,1.45E-48,4.63E+14,3714084250, ,,,
7076, ,0.033700643,8.12E-09,1.04E+15,1.45E-48,5.20E+14,4651963872, ,,,
7077, ,0.033700643,8.60E-09,1.17E+15,1.45E-48,5.84E+14,5822024075, ,,,
7078, ,0.033700643,9.12E-09,1.31E+15,1.45E-48,6.55E+14,7279940801, ,,,
7079, ,0.033700643,9.66E-09,1.47E+15,1.45E-48,7.36E+14,9093985684, ,,,
7080, ,0.033700643,1.02E-08,1.65E+15,1.45E-48,8.26E+14,11347569579, ,,,
7081, ,0.033700643,1.08E-08,1.85E+15,1.45E-48,9.27E+14,14142172932, ,,,
7082, ,0.033700643,1.15E-08,2.08E+15,1.45E-48,1.04E+15,17600665398, ,,,
7083, ,0.033700643,1.22E-08,2.34E+15,1.45E-48,1.17E+15,21870985761, ,,,
7084, ,0.033700643,1.29E-08,2.62E+15,1.45E-48,1.31E+15,27130104952, ,,,
7085, ,0.033700643,1.37E-08,2.95E+15,1.45E-48,1.47E+15,33588124215, ,,,
7086, ,0.033700643,1.45E-08,3.31E+15,1.45E-48,1.65E+15,41492260365, ,,,
7087, ,0.033700643,1.53E-08,3.71E+15,1.45E-48,1.86E+15,51130333348, ,,,
7088, ,0.033700643,1.63E-08,4.17E+15,1.45E-48,2.08E+15,62833190571, ,,,
7089, ,0.033700643,1.72E-08,4.68E+15,1.45E-48,2.34E+15,76975272324, ,,,
7090, ,0.033700643,1.83E-08,5.25E+15,1.45E-48,2.63E+15,93972241551, ,,,
7091, ,0.033700643,1.93E-08,5.90E+15,1.45E-48,2.95E+15,1.14274E+11, ,,,
7092, ,0.033700643,2.05E-08,6.62E+15,1.45E-48,3.31E+15,1.38353E+11, ,,,
7093, ,0.033700643,2.17E-08,7.43E+15,1.45E-48,3.72E+15,1.66682E+11, ,,,
7094, ,0.033700643,2.30E-08,8.35E+15,1.45E-48,4.17E+15,1.99702E+11, ,,,
7095, ,0.033700643,2.44E-08,9.37E+15,1.45E-48,4.69E+15,2.37781E+11, ,,,
7096, ,0.033700643,2.58E-08,1.05E+16,1.45E-48,5.26E+15,2.81152E+11, ,,,
7097, ,0.033700643,2.74E-08,1.18E+16,1.45E-48,5.91E+15,3.29839E+11, ,,,
7098, ,0.033700643,2.90E-08,1.33E+16,1.45E-48,6.63E+15,3.83569E+11, ,,,
7099, ,0.033700643,3.07E-08,1.49E+16,1.45E-48,7.44E+15,4.41667E+11, ,,,
7100, ,0.033700643,3.26E-08,1.67E+16,1.45E-48,8.36E+15,5.02959E+11, ,,,
7101, ,0.033700643,3.45E-08,1.88E+16,1.45E-48,9.38E+15,5.65673E+11, ,,,
7102, ,0.033700643,3.65E-08,2.11E+16,1.45E-48,1.05E+16,6.27378E+11, ,,,
7103, ,0.033700643,3.87E-08,2.36E+16,1.45E-48,1.18E+16,6.84984E+11, ,,,
7104, ,0.033700643,4.10E-08,2.65E+16,1.45E-48,1.33E+16,7.34823E+11, ,,,
7105, ,0.033700643,4.35E-08,2.98E+16,1.45E-48,1.49E+16,7.72856E+11, ,,,
7106, ,0.033700643,4.61E-08,3.35E+16,1.45E-48,1.67E+16,7.95013E+11, ,,,
7107, ,0.033700643,4.88E-08,3.76E+16,1.45E-48,1.88E+16,7.97678E+11, ,,,
7108, ,0.033700643,5.17E-08,4.22E+16,1.45E-48,2.11E+16,7.7827E+11, ,,,
7109, ,0.033700643,5.48E-08,4.73E+16,1.45E-48,2.37E+16,7.35856E+11, ,,,
7110, ,0.033700643,5.81E-08,5.32E+16,1.45E-48,2.66E+16,6.71648E+11, ,,,
7111, ,0.033700643,6.15E-08,5.97E+16,1.45E-48,2.98E+16,5.89247E+11, ,,,
7112, ,0.033700643,6.52E-08,6.70E+16,1.45E-48,3.35E+16,4.94484E+11, ,,,
7113, ,0.033700643,6.91E-08,7.52E+16,1.45E-48,3.76E+16,3.94765E+11, ,,,
7114, ,0.033700643,7.32E-08,8.44E+16,1.45E-48,4.22E+16,2.97987E+11, ,,,
7115, ,0.033700643,7.75E-08,9.48E+16,1.45E-48,4.74E+16,2.11225E+11, ,,,
7116, ,0.033700643,8.21E-08,1.06E+17,1.45E-48,5.32E+16,1.39518E+11, ,,,
7117, ,0.033700643,8.70E-08,1.19E+17,1.45E-48,5.97E+16,85132391694, ,,,
7118, ,0.033700643,9.22E-08,1.34E+17,1.45E-48,6.71E+16,47524042405, ,,,
7119, ,0.033700643,9.77E-08,1.51E+17,1.45E-48,7.53E+16,24007464210, ,,,
7120, ,0.033700643,1.04E-07,1.69E+17,1.45E-48,8.45E+16,10841055377, ,,,
7121, ,0.033700643,1.10E-07,1.90E+17,1.45E-48,9.49E+16,4316326962, ,,,
7122, ,0.033700643,1.16E-07,2.13E+17,1.45E-48,1.07E+17,1491993141, ,,,
7123, ,0.033700643,1.23E-07,2.39E+17,1.45E-48,1.20E+17,440046355.5, ,,,
7124, ,0.033700643,1.30E-07,2.69E+17,1.45E-48,1.34E+17,108606237.7, ,,,
7125, ,0.033700643,1.38E-07,3.02E+17,1.45E-48,1.51E+17,21945445.33, ,,,
7126, ,0.033700643,1.46E-07,3.38E+17,1.45E-48,1.69E+17,3542513.957, ,,,
7127, ,0.033700643,1.55E-07,3.80E+17,1.45E-48,1.90E+17,444419.8238, ,,,
7128, ,0.033700643,1.64E-07,4.27E+17,1.45E-48,2.13E+17,42010.67286, ,,,
7129, ,0.033700643,1.74E-07,4.79E+17,1.45E-48,2.39E+17,2890.230151, ,,,
7130, ,0.033700643,1.85E-07,5.38E+17,1.45E-48,2.69E+17,139.1824407, ,,,
7131, ,0.033700643,1.96E-07,6.04E+17,1.45E-48,3.02E+17,4.490678004, ,,,
7132, ,0.033700643,2.07E-07,6.78E+17,1.45E-48,3.39E+17,0.092422965, ,,,
7133, ,0.033700643,2.20E-07,7.61E+17,1.45E-48,3.80E+17,0.00114825, ,,,
7134, ,0.033700643,2.33E-07,8.54E+17,1.45E-48,4.27E+17,8.09E-06, ,,,
7135, ,0.033700643,2.47E-07,9.59E+17,1.45E-48,4.79E+17,3.02E-08, ,,,
7136, ,0.033700643,2.61E-07,1.08E+18,1.45E-48,5.38E+17,5.52E-11, ,,,
7137, ,0.033700643,2.77E-07,1.21E+18,1.45E-48,6.04E+17,4.52E-14, ,,,
7138, ,0.033700643,2.93E-07,1.36E+18,1.45E-48,6.78E+17,1.51E-17, ,,,
7139, ,0.033700643,3.11E-07,1.52E+18,1.45E-48,7.62E+17,1.83E-21, ,,,
7140, ,0.033700643,3.29E-07,1.71E+18,1.45E-48,8.55E+17,7.11E-26, ,,,
7141, ,0.033700643,3.49E-07,1.92E+18,1.45E-48,9.60E+17,7.76E-31, ,,,
7142, ,0.033700643,3.70E-07,2.16E+18,1.45E-48,1.08E+18,2.02E-36, ,,,
7143, ,0.033700643,3.92E-07,2.42E+18,1.45E-48,1.21E+18,1.06E-42, ,,,
7144, ,0.033700643,4.15E-07,2.72E+18,1.45E-48,1.36E+18,9.17E-50, ,,,
7145, ,0.033700643,4.40E-07,3.05E+18,1.45E-48,1.53E+18,1.05E-57, ,,,
7146, ,0.033700643,4.66E-07,3.42E+18,1.45E-48,1.71E+18,1.23E-66, ,,,
7147, ,0.033700643,4.94E-07,3.84E+18,1.45E-48,1.92E+18,1.14E-76, ,,,
7148, ,0.033700643,5.23E-07,4.32E+18,1.45E-48,2.16E+18,5.96E-88, ,,,
7149, ,0.033700643,5.54E-07,4.85E+18,1.45E-48,2.42E+18,1.26E-100, ,,,
7150, ,0.033700643,5.87E-07,5.44E+18,1.45E-48,2.72E+18,7.19E-115, ,,,
7151, ,0.033700643,6.22E-07,6.11E+18,1.45E-48,3.05E+18,7.15E-131, ,,,
7152, ,0.033700643,6.59E-07,6.86E+18,1.45E-48,3.43E+18,7.52E-149, ,,,
7153, ,0.033700643,6.99E-07,7.70E+18,1.45E-48,3.85E+18,4.80E-169, ,,,
7154, ,0.033700643,7.40E-07,8.64E+18,1.45E-48,4.32E+18,9.91E-192, ,,,
7155, ,0.033700643,7.84E-07,9.70E+18,1.45E-48,4.85E+18,3.28E-217, ,,,
7156, ,0.033700643,8.31E-07,1.09E+19,1.45E-48,5.45E+18,7.90E-246, ,,,
7157, ,0.033700643,8.80E-07,1.22E+19,1.45E-48,6.11E+18,5.71E-278, ,,,
7158, ,0.033700643,9.33E-07,1.37E+19,1.45E-48,6.86E+18,0, ,,,
7159, ,0.033700643,9.88E-07,1.54E+19,1.45E-48,7.71E+18,0, ,,,
7160, ,0.033700643,1.05E-06,1.73E+19,1.45E-48,8.65E+18,0, ,,,
7161, ,0.033700643,1.11E-06,1.94E+19,1.45E-48,9.71E+18,0, ,,,
7162, ,0.033700643,1.18E-06,2.18E+19,1.45E-48,1.09E+19,0, ,,,
7163, ,0.033700643,1.25E-06,2.45E+19,1.45E-48,1.22E+19,0, ,,,
7164, ,0.033700643,1.32E-06,2.75E+19,1.45E-48,1.37E+19,0, ,,,
7165, ,0.033700643,1.40E-06,3.09E+19,1.45E-48,1.54E+19,0, ,,,
7166, ,0.033700643,1.48E-06,3.46E+19,1.45E-48,1.73E+19,0, ,,,
7167, ,0.033700643,1.57E-06,3.89E+19,1.45E-48,1.94E+19,0, ,,,
7168, ,0.033700643,1.66E-06,4.37E+19,1.45E-48,2.18E+19,0, ,,,
7169, ,0.033700643,1.76E-06,4.90E+19,1.45E-48,2.45E+19,0, ,,,
7170, ,0.033700643,1.87E-06,5.50E+19,1.45E-48,2.75E+19,0, ,,,
7171, ,0.033700643,1.98E-06,6.18E+19,1.45E-48,3.09E+19,0, ,,,
7172, ,0.033700643,2.10E-06,6.94E+19,1.45E-48,3.47E+19,0, ,,,
7173, ,0.033700643,2.22E-06,7.79E+19,1.45E-48,3.89E+19,0, ,,,
7174, ,0.033700643,2.35E-06,8.74E+19,1.45E-48,4.37E+19,0, ,,,
7175, ,0.033700643,2.49E-06,9.81E+19,1.45E-48,4.91E+19,0, ,,,
7176, ,0.033700643,2.64E-06,1.10E+20,1.45E-48,5.51E+19,0, ,,,
7177, ,0.033700643,2.80E-06,1.24E+20,1.45E-48,6.18E+19,0, ,,,
7178, ,0.033700643,2.97E-06,1.39E+20,1.45E-48,6.94E+19,0, ,,,
7179, ,0.033700643,3.14E-06,1.56E+20,1.45E-48,7.80E+19,0, ,,,
7180, ,0.033700643,3.33E-06,1.75E+20,1.45E-48,8.75E+19,0, ,,,
7181, ,0.033700643,3.53E-06,1.97E+20,1.45E-48,9.83E+19,0, ,,,
7182, ,0.033700643,3.74E-06,2.21E+20,1.45E-48,1.10E+20,0, ,,,
7183, ,0.033700643,3.96E-06,2.48E+20,1.45E-48,1.24E+20,0, ,,,
7184, ,0.033700643,4.20E-06,2.78E+20,1.45E-48,1.39E+20,0, ,,,
7185, ,0.033700643,4.45E-06,3.12E+20,1.45E-48,1.56E+20,0, ,,,
7186, ,0.033700643,4.71E-06,3.50E+20,1.45E-48,1.75E+20,0, ,,,
7187, ,0.033700643,4.99E-06,3.93E+20,1.45E-48,1.97E+20,0, ,,,
7188, ,0.033700643,5.29E-06,4.42E+20,1.45E-48,2.21E+20,0, ,,,
7189, ,0.033700643,5.61E-06,4.96E+20,1.45E-48,2.48E+20,0, ,,,
7190, ,0.033700643,5.94E-06,5.57E+20,1.45E-48,2.78E+20,0, ,,,
7191, ,0.033700643,6.29E-06,6.25E+20,1.45E-48,3.13E+20,0, ,,,
7192, ,0.033700643,6.67E-06,7.02E+20,1.45E-48,3.51E+20,0, ,,,
7193, ,0.033700643,7.07E-06,7.88E+20,1.45E-48,3.94E+20,0, ,,,
7194, ,0.033700643,7.49E-06,8.84E+20,1.45E-48,4.42E+20,0, ,,,
7195, ,0.033700643,7.93E-06,9.93E+20,1.45E-48,4.96E+20,0, ,,,
7196, ,0.033700643,8.41E-06,1.11E+21,1.45E-48,5.57E+20,0, ,,,
7197, ,0.033700643,8.91E-06,1.25E+21,1.45E-48,6.26E+20,0, ,,,
7198, ,0.033700643,9.44E-06,1.40E+21,1.45E-48,7.02E+20,0, ,,,
7199, ,0.033700643,1.00E-05,1.58E+21,1.45E-48,7.89E+20,0, ,,,
7200, ,0.034891012,1.00E-10,1.37275E+11,1.43E-48,271514622.9,0.418451387, ,,,
7201, ,0.034891012,1.06E-10,1.54114E+11,1.43E-48,342101633.8,0.59191271, ,,,
7202, ,0.034891012,1.12E-10,1.73019E+11,1.43E-48,431022423.5,0.837246014, ,,,
7203, ,0.034891012,1.19E-10,1.94243E+11,1.43E-48,543031811.8,1.184211073, ,,,
7204, ,0.034891012,1.26E-10,2.1807E+11,1.43E-48,684114845.5,1.674878972, ,,,
7205, ,0.034891012,1.34E-10,2.44821E+11,1.43E-48,861803891.4,2.368717647, ,,,
7206, ,0.034891012,1.41E-10,2.74852E+11,1.43E-48,1085576962,3.349776573, ,,,
7207, ,0.034891012,1.50E-10,3.08568E+11,1.43E-48,1367357876,4.736828606, ,,,
7208, ,0.034891012,1.59E-10,3.46419E+11,1.43E-48,1722144008,6.697690544, ,,,
7209, ,0.034891012,1.68E-10,3.88913E+11,1.43E-48,2168793754,9.469430186, ,,,
7210, ,0.034891012,1.78E-10,4.3662E+11,1.43E-48,2731013788,13.38687882, ,,,
7211, ,0.034891012,1.89E-10,4.9018E+11,1.43E-48,3438595978,18.92283749, ,,,
7212, ,0.034891012,2.00E-10,5.50309E+11,1.43E-48,4328965965,26.74476227, ,,,
7213, ,0.034891012,2.12E-10,6.17814E+11,1.43E-48,5449120348,37.79464064, ,,,
7214, ,0.034891012,2.25E-10,6.936E+11,1.43E-48,6858047717,53.40148443, ,,,
7215, ,0.034891012,2.38E-10,7.78682E+11,1.43E-48,8629751273,75.43967903, ,,,
7216, ,0.034891012,2.52E-10,8.74202E+11,1.43E-48,10857018077,106.551737, ,,,
7217, ,0.034891012,2.67E-10,9.81438E+11,1.43E-48,13656113189,150.4614164, ,,,
7218, ,0.034891012,2.83E-10,1.10E+12,1.43E-48,17172617007,212.4135433, ,,,
7219, ,0.034891012,3.00E-10,1.24E+12,1.43E-48,21588672151,299.791205, ,,,
7220, ,0.034891012,3.18E-10,1.39E+12,1.43E-48,27131963437,422.9810672, ,,,
7221, ,0.034891012,3.37E-10,1.56E+12,1.43E-48,34086822027,596.5851121, ,,,
7222, ,0.034891012,3.57E-10,1.75E+12,1.43E-48,42807923724,841.115499, ,,,
7223, ,0.034891012,3.78E-10,1.97E+12,1.43E-48,53737142448,1185.361763, ,,,
7224, ,0.034891012,4.01E-10,2.21E+12,1.43E-48,67424223445,1669.692096, ,,,
7225, ,0.034891012,4.25E-10,2.48E+12,1.43E-48,84552056247,2350.649223, ,,,
